SUID,tf,interaction,target,confidence_score
6377,STAT,positive_KC,RAB11FIP1,1.754167438
6378,STAT,positive_KC,RAB43,1.797849838
6379,STAT,positive_KC,RAB6,1.553502702
6380,STAT,positive_KC,RAMP1,1.653738458
6381,STAT,positive_KC,RANBP9,1.778939073
6382,STAT,positive_KC,RAP1B,1.528144872
6383,STAT,positive_KC,RARA,1.965028122
6384,STAT,positive_KC,RASSF1,1.802681537
6385,STAT,positive_KC,RBMS1,1.524586899
6386,STAT,positive_KC,RBPJ,1.986746866
6387,STAT,positive_KC,RCAN3,1.861545301
6388,STAT,positive_KC,RGS10,1.658670165
6389,STAT,positive_KC,RHOF,1.855775843
6390,STAT,negative_KC,RIPK2,-1.580265468
6391,STAT,positive_KC,RNF125,1.605407076
6392,STAT,positive_KC,RNF157,1.944030975
6393,STAT,positive_KC,RNF19B,1.632672227
6394,STAT,positive_KC,RNF24,1.503856383
6395,STAT,positive_KC,RNFT1,1.755278545
6396,STAT,positive_KC,RNH1,1.787345833
6397,STAT,positive_KC,ROD1,1.613837916
6398,STAT,positive_KC,RORA,1.997564902
6399,STAT,positive_KC,RORC,1.964540204
6400,STAT,positive_KC,RPS6KA3,1.689448261
6401,STAT,positive_KC,RUNX1,1.9684336
6402,STAT,positive_KC,RUNX2,1.868664288
6403,STAT,positive_KC,S1PR1,1.885826493
6404,STAT,positive_KC,SAMD4B,1.864437475
6405,STAT,positive_KC,SATB1,1.962214162
6406,STAT,positive_KC,SBNO2,1.928212721
6407,STAT,positive_KC,SDCBP2,1.527696152
6408,STAT,positive_KC,SDF4,1.851937593
6409,STAT,positive_KC,SEMA4F,1.929577258
6410,STAT,positive_KC,SERPINB6A,1.608292586
6411,STAT,negative_KC,SERPINB9,-1.535796751
6412,STAT,positive_KC,SERPINE1,1.842025595
6413,STAT,positive_KC,SERPINF1,1.829159951
6414,STAT,positive_KC,SERTAD1,1.810818886
6415,STAT,positive_KC,SESN3,1.569349101
6416,STAT,positive_KC,SFXN3,1.680969123
6417,STAT,negative_KC,SH2D3C,-1.636913991
6418,STAT,positive_KC,SIGIRR,1.78000802
6419,STAT,positive_KC,SIK3,1.902565532
6420,STAT,positive_KC,SIPA1L1,1.677417025
6421,STAT,positive_KC,SIRT2,1.875383668
6422,STAT,positive_KC,SIRT4,1.854357311
6423,STAT,positive_KC,SKAP2,1.754089532
6424,STAT,positive_KC,SKI,1.67409897
6425,STAT,positive_KC,SLAMF1,1.956090307
6426,STAT,positive_KC,SLAMF7,1.6286904
6427,STAT,positive_KC,SLC2A1,1.749788439
6428,STAT,positive_KC,SLC30A4,1.600461237
6429,STAT,positive_KC,SLC37A4,1.831640566
6430,STAT,positive_KC,SLC39A10,1.618407254
6431,STAT,positive_KC,SLC41A1,1.799556776
6432,STAT,positive_KC,SLC43A2,1.646877992
6433,STAT,positive_KC,SLC4A11,1.900966063
6434,STAT,positive_KC,SLC4A2,1.821375364
6435,STAT,negative_KC,SLFN2,-1.772475745
6436,STAT,positive_KC,SMAD3,1.992154771
6437,STAT,positive_KC,SMO,1.761950191
6438,STAT,positive_KC,SMOX,1.889498499
6439,STAT,negative_KC,SOCS2,-1.823727249
6440,STAT,positive_KC,SOCS3,1.970003997
6441,STAT,positive_KC,SPRY1,1.870699026
6442,STAT,positive_KC,SRGN,1.819942494
6443,STAT,positive_KC,SSH2,1.834265342
6444,STAT,positive_KC,ST3GAL1,1.717221211
6445,STAT,positive_KC,ST6GAL1,1.950254563
6446,STAT,negative_KC,ST6GALNAC4,-1.865022458
6447,STAT,positive_KC,ST6GALNAC6,1.705386057
6448,STAT,negative_KC,STAT1,-1.918120269
6449,STAT,positive_KC,STK17B,1.819794469
6450,STAT,negative_KC,STK39,-1.633829661
6451,STAT,positive_KC,STX11,1.888393484
6452,STAT,positive_KC,SYT11,1.577475613
6453,STAT,negative_KC,TAGAP,-1.766236011
6454,STAT,negative_KC,TAP1,-1.906311312
6455,STAT,negative_KC,TAP2,-1.888223439
6456,STAT,negative_KC,TAPBP,-1.766067867
6457,STAT,negative_KC,TBKBP1,-1.938402119
6458,STAT,positive_KC,TEC,1.672527207
6459,STAT,positive_KC,TGM2,1.957264429
6460,STAT,positive_KC,TIAM1,1.61831717
6461,STAT,positive_KC,TICAM1,1.648919179
6462,STAT,positive_KC,TIMD2,1.952521962
6463,STAT,positive_KC,TIMP1,1.627677039
6464,STAT,positive_KC,TIPARP,1.803378524
6465,STAT,positive_KC,TLE3,1.718064269
6466,STAT,positive_KC,TMEM131,1.743686203
6467,STAT,negative_KC,TMEM173,-1.677487229
6468,STAT,positive_KC,TMEM176A,1.611147298
6469,STAT,positive_KC,TMEM176B,1.585916036
6470,STAT,positive_KC,TMF1,1.546812702
6471,STAT,positive_KC,TMSB10,1.621772007
6472,STAT,negative_KC,TNFRSF1B,-1.710984885
6473,STAT,positive_KC,TNFRSF25,1.951557904
6474,STAT,positive_KC,TNFRSF26,1.846459323
6475,STAT,positive_KC,TNFRSF8,1.922098601
6476,STAT,positive_KC,TNIP2,1.843115584
6477,STAT,positive_KC,TNK2,1.684625196
6478,STAT,positive_KC,TPI1,1.546560753
6479,STAT,positive_KC,TPP1,1.787490791
6480,STAT,positive_KC,TRERF1,1.931271989
6481,STAT,negative_KC,TRIB1,-1.928326655
6482,STAT,positive_KC,TRIB2,1.809822589
6483,STAT,negative_KC,TRIM12A,-1.629263634
6484,STAT,positive_KC,TRIM16,1.538120415
6485,STAT,negative_KC,TRIM30A,-1.816064978
6486,STAT,negative_KC,TRIM30D,-1.552702609
6487,STAT,positive_KC,TRIM46,1.788069303
6488,STAT,positive_KC,TROVE2,1.681430388
6489,STAT,negative_KC,TSPAN13,-1.77261511
6490,STAT,positive_KC,TSPAN5,1.955219156
6491,STAT,negative_KC,TTYH3,-1.680586401
6492,STAT,positive_KC,TUBB6,1.567712049
6493,STAT,positive_KC,TXK,1.651075434
6494,STAT,positive_KC,TXNIP,1.522457197
6495,STAT,negative_KC,UBASH3A,-1.722014434
6496,STAT,positive_KC,UBTD1,1.830814012
6497,STAT,positive_KC,UNC119B,1.745940295
6498,STAT,positive_KC,UNC13A,1.930423578
6499,STAT,positive_KC,UPB1,1.671457638
6500,STAT,positive_KC,UPP1,1.902992037
6501,STAT,positive_KC,UST,1.723032692
6502,STAT,positive_KC,VWA1,1.681470728
6503,STAT,positive_KC,WBP2,1.568960607
6504,STAT,positive_KC,WDFY2,1.676014605
6505,STAT,positive_KC,WDR1,1.774039698
6506,STAT,positive_KC,WDR81,1.666632275
6507,STAT,positive_KC,WWP1,1.539470528
6508,STAT,positive_KC,YPEL5,1.626597517
6509,STAT,positive_KC,ZBTB4,1.804605802
6510,STAT,positive_KC,ZBTB7A,1.880911476
6511,STAT,positive_KC,ZC3H12D,1.964398448
6512,STAT,positive_KC,ZFP36L2,1.827020862
6513,STAT,positive_KC,ZFP473,1.771566574
6514,STAT,positive_KC,ZFP52,1.836085161
6515,STAT,positive_KC,ZSWIM4,1.840194288
6516,STAT,positive_KC,ZYX,1.575866019
