SUID,tf,interaction,target,confidence_score
2280,RORC,negative_KC,1190002H23RIK,-1.714798809
2281,RORC,positive_KC,2210010C17RIK,1.799808437
2282,RORC,negative_KC,2310004I24RIK,-1.544677658
2283,RORC,positive_KC,2310007L24RIK,1.872658775
2284,RORC,negative_KC,2610015P09RIK,-1.728569221
2285,RORC,negative_KC,4932438H23RIK,-1.852345538
2286,RORC,positive_KC,AI504432,1.734188341
2287,RORC,negative_KC,ABLIM1,-1.787305711
2288,RORC,negative_KC,ACADM,-1.530459997
2289,RORC,negative_KC,ACP6,-1.551065522
2290,RORC,negative_KC,ACSL6,-1.566686051
2291,RORC,positive_KC,ADAM19,1.969606249
2292,RORC,positive_KC,ADH4,1.823097232
2293,RORC,negative_KC,AKAP13,-1.820506725
2294,RORC,negative_KC,ALPK2,-1.95065817
2295,RORC,negative_KC,ANXA2,-1.620685528
2296,RORC,negative_KC,ANXA4,-1.551757405
2297,RORC,negative_KC,ARHGAP18,-1.790104144
2298,RORC,negative_KC,ARHGAP25,-1.699432986
2299,RORC,negative_KC,ARHGEF10,-1.735287436
2300,RORC,negative_KC,ARID5A,-1.943584089
2301,RORC,positive_KC,ARNTL,1.912337712
2302,RORC,negative_KC,ASB2,-1.748675578
2303,RORC,negative_KC,ATL3,-1.502072141
2304,RORC,negative_KC,ATP8B4,-1.640960539
2305,RORC,negative_KC,AUH,-1.933223558
2306,RORC,positive_KC,AVPI1,1.960331794
2307,RORC,negative_KC,B230120H23RIK,-1.534714272
2308,RORC,negative_KC,B4GALT1,-1.886787716
2309,RORC,negative_KC,BATF3,-1.950986629
2310,RORC,negative_KC,BCL2,-1.969444648
2311,RORC,positive_KC,BCL2A1D,1.7356179
2312,RORC,positive_KC,BCL2L1,1.940181674
2313,RORC,negative_KC,BCL2L11,-1.852842746
2314,RORC,negative_KC,BCL3,-1.838767164
2315,RORC,positive_KC,BCL6,1.942877117
2316,RORC,positive_KC,BIK,1.579749399
2317,RORC,positive_KC,BTBD19,1.851103988
2318,RORC,positive_KC,C030046E11RIK,1.584547619
2319,RORC,negative_KC,CALM2,-1.518525557
2320,RORC,negative_KC,CAMK4,-1.950538906
2321,RORC,negative_KC,CAPN2,-1.814001455
2322,RORC,negative_KC,CASP6,-1.730750496
2323,RORC,negative_KC,CBLB,-1.965971631
2324,RORC,positive_KC,CCDC63,1.967374552
2325,RORC,positive_KC,CCL20,1.816924774
2326,RORC,positive_KC,CCR6,1.966262442
2327,RORC,negative_KC,CCR7,-1.981128673
2328,RORC,negative_KC,CCR8,-1.61037952
2329,RORC,negative_KC,CD2,-1.966977856
2330,RORC,positive_KC,CD226,1.7364744
2331,RORC,negative_KC,CD27,-1.860063376
2332,RORC,negative_KC,CD3G,-1.757261448
2333,RORC,negative_KC,CD53,-1.78361592
2334,RORC,positive_KC,CD83,1.834671528
2335,RORC,negative_KC,CDKN1B,-1.698353554
2336,RORC,positive_KC,CDON,1.790954876
2337,RORC,negative_KC,CELF2,-1.881153838
2338,RORC,positive_KC,CERK,1.7829737
2339,RORC,negative_KC,CHD7,-1.835678259
2340,RORC,negative_KC,CHMP4B,-1.73447066
2341,RORC,positive_KC,CHST2,1.919630974
2342,RORC,negative_KC,CNDP2,-1.70633294
2343,RORC,positive_KC,COBLL1,1.815244094
2344,RORC,positive_KC,CPD,1.940519012
2345,RORC,positive_KC,CRELD1,1.514410135
2346,RORC,negative_KC,CREM,-1.858999556
2347,RORC,negative_KC,CRISPLD2,-1.887027822
2348,RORC,positive_KC,CRYBG3,1.882134524
2349,RORC,negative_KC,CTLA2B,-1.651841586
2350,RORC,positive_KC,CYSLTR1,1.730325223
2351,RORC,positive_KC,CYTH1,1.931200456
2352,RORC,negative_KC,CYTIP,-1.964159755
2353,RORC,negative_KC,D4WSU53E,-1.631587972
2354,RORC,negative_KC,D6MM5E,-1.864620443
2355,RORC,negative_KC,DCLK1,-1.570803625
2356,RORC,negative_KC,DGKA,-1.676670159
2357,RORC,positive_KC,DOT1L,1.918238648
2358,RORC,negative_KC,DPP4,-1.543503576
2359,RORC,positive_KC,DPY19L3,1.970343734
2360,RORC,negative_KC,DUSP6,-1.86716539
2361,RORC,negative_KC,EBF1,-1.505836997
2362,RORC,positive_KC,EBI3,1.817806316
2363,RORC,negative_KC,EFEMP2,-1.768498614
2364,RORC,negative_KC,EGLN3,-1.5836287
2365,RORC,positive_KC,EGR2,1.902503602
2366,RORC,positive_KC,EGR3,1.644651405
2367,RORC,negative_KC,EIF4E3,-1.884467951
2368,RORC,negative_KC,ELOVL5,-1.511463109
2369,RORC,negative_KC,ELOVL6,-1.679427821
2370,RORC,negative_KC,EMP1,-1.623990663
2371,RORC,negative_KC,ENO3,-1.914377023
2372,RORC,positive_KC,ETS2,1.662884237
2373,RORC,negative_KC,FAH,-1.841465713
2374,RORC,positive_KC,FAM110A,1.68984058
2375,RORC,positive_KC,FAM124B,1.662760111
2376,RORC,negative_KC,FAM162A,-1.781393469
2377,RORC,negative_KC,FAM169B,-1.814499451
2378,RORC,negative_KC,FAM20A,-1.614767644
2379,RORC,negative_KC,FAM3C,-1.725266189
2380,RORC,negative_KC,FAM46C,-1.848416728
2381,RORC,negative_KC,FAM49B,-1.706277897
2382,RORC,negative_KC,FAS,-1.517568697
2383,RORC,negative_KC,FILIP1L,-1.734494426
2384,RORC,positive_KC,FLNB,1.833715892
2385,RORC,negative_KC,FLOT1,-1.920190671
2386,RORC,negative_KC,FNIP1,-1.615334468
2387,RORC,negative_KC,FOXO1,-1.751650589
2388,RORC,positive_KC,FRMD4B,1.885968992
2389,RORC,negative_KC,FRMD6,-1.750810703
2390,RORC,positive_KC,FTSJ2,1.640915864
2391,RORC,positive_KC,FURIN,1.919351944
2392,RORC,negative_KC,FUT4,-1.820597404
2393,RORC,positive_KC,FUT7,1.858033321
2394,RORC,positive_KC,GADD45B,1.924845226
2395,RORC,negative_KC,GALC,-1.785328566
2396,RORC,positive_KC,GALNT12,1.844982222
2397,RORC,negative_KC,GBP4,-1.70837009
2398,RORC,negative_KC,GBP5,-1.790869
2399,RORC,negative_KC,GBP8,-1.871478345
2400,RORC,negative_KC,GCNT1,-1.828082951
2401,RORC,negative_KC,GEM,-1.54552424
2402,RORC,negative_KC,GIMAP4,-1.852402956
2403,RORC,negative_KC,GIMAP9,-1.808004127
2404,RORC,negative_KC,GM8369,-1.957560151
2405,RORC,negative_KC,GNPTAB,-1.752067648
2406,RORC,negative_KC,GPR146,-1.848082135
2407,RORC,negative_KC,GPR15,-1.720589547
2408,RORC,negative_KC,GPR18,-1.911880832
2409,RORC,positive_KC,GPR183,1.956338249
2410,RORC,negative_KC,GSTT2,-1.888827979
2411,RORC,positive_KC,GYPC,1.92310126
2412,RORC,negative_KC,GZMB,-1.521680663
2413,RORC,positive_KC,H1F0,1.710365374
2414,RORC,negative_KC,HIF1A,-1.854776515
2415,RORC,negative_KC,HIPK2,-1.756866772
2416,RORC,negative_KC,HIST1H2AG,-1.898099855
2417,RORC,positive_KC,HIST1H4D,1.881774752
2418,RORC,positive_KC,HIST2H2BB,1.927569333
2419,RORC,positive_KC,HIVEP1,1.944335488
2420,RORC,positive_KC,HIVEP3,1.979147977
2421,RORC,negative_KC,HMHA1,-1.854754972
2422,RORC,positive_KC,HVCN1,1.698465014
2423,RORC,positive_KC,HYAL2,1.656986858
2424,RORC,positive_KC,IFI203,1.704341936
2425,RORC,positive_KC,IGFBP7,1.957548597
2426,RORC,negative_KC,IL10,-1.93143533
2427,RORC,positive_KC,IL12RB1,1.9238084
2428,RORC,negative_KC,IL12RB2,-1.889266464
2429,RORC,positive_KC,IL17A,1.990056519
2430,RORC,positive_KC,IL17F,1.987887256
2431,RORC,negative_KC,IL17RA,-1.856362973
2432,RORC,positive_KC,IL1R1,1.980862521
2433,RORC,negative_KC,IL1RN,-1.69922739
2434,RORC,positive_KC,IL2,1.779839412
2435,RORC,negative_KC,IL21R,-1.871836357
2436,RORC,positive_KC,IL22,1.769642595
2437,RORC,positive_KC,IL23R,1.990976609
2438,RORC,negative_KC,IL24,-1.654852481
2439,RORC,negative_KC,IL4RA,-1.948112587
2440,RORC,negative_KC,IL6RA,-1.924449781
2441,RORC,negative_KC,IL7R,-1.954453817
2442,RORC,positive_KC,IL9,1.69711358
2443,RORC,positive_KC,ILTIFB,1.78426857
2444,RORC,positive_KC,INPP5B,1.929053889
2445,RORC,negative_KC,IQGAP2,-1.64773881
2446,RORC,positive_KC,IRAK2,1.895952851
2447,RORC,negative_KC,IRF1,-1.714481566
2448,RORC,negative_KC,IRS2,-1.823437794
2449,RORC,positive_KC,ITFG3,1.790449697
2450,RORC,positive_KC,ITGA3,1.954229046
2451,RORC,positive_KC,ITGAL,1.918822041
2452,RORC,negative_KC,ITGB7,-1.560450034
2453,RORC,negative_KC,ITK,-1.952049847
2454,RORC,negative_KC,JARID2,-1.697743938
2455,RORC,positive_KC,KCNA3,1.804104032
2456,RORC,positive_KC,KCNMB4,1.877802805
2457,RORC,negative_KC,KCTD12,-1.690214838
2458,RORC,negative_KC,LACTB,-1.749704236
2459,RORC,negative_KC,LACTB2,-1.5518798
2460,RORC,negative_KC,LAG3,-1.909361899
2461,RORC,positive_KC,LAMC1,1.903168948
2462,RORC,negative_KC,LETM2,-1.874464625
2463,RORC,positive_KC,LIF,1.975887589
2464,RORC,positive_KC,LSP1,1.918517122
2465,RORC,positive_KC,LTA,1.986087038
2466,RORC,positive_KC,LTB4R1,1.838245846
2467,RORC,negative_KC,LY6A,-1.911813385
2468,RORC,negative_KC,LY6C1,-1.515023031
2469,RORC,negative_KC,LY6I,-1.766584138
2470,RORC,negative_KC,MAF,-1.509695017
2471,RORC,positive_KC,MAFF,1.633034085
2472,RORC,negative_KC,MALT1,-1.752296266
2473,RORC,negative_KC,MAML2,-1.874781095
2474,RORC,negative_KC,MAN1A,-1.963473776
2475,RORC,negative_KC,MAP2K6,-1.572535887
2476,RORC,negative_KC,MAP3K5,-1.647429238
2477,RORC,negative_KC,MAP4K4,-1.803344987
2478,RORC,positive_KC,MAPK14,1.895276469
2479,RORC,positive_KC,MARCKS,1.594724987
2480,RORC,positive_KC,MAST4,1.891681023
2481,RORC,negative_KC,MCL1,-1.906027983
2482,RORC,negative_KC,MCTP2,-1.661017675
2483,RORC,positive_KC,MDM1,1.885464016
2484,RORC,positive_KC,MFHAS1,1.982541687
2485,RORC,negative_KC,MGLL,-1.89271013
2486,RORC,positive_KC,MIR1949,1.589418558
2487,RORC,negative_KC,MS4A6B,-1.639669543
2488,RORC,negative_KC,MS4A6C,-1.743966004
2489,RORC,negative_KC,MT1,-1.521008107
2490,RORC,negative_KC,MTRF1,-1.617677041
2491,RORC,positive_KC,MYB,1.845115949
2492,RORC,positive_KC,NDST1,1.685027251
2493,RORC,negative_KC,NDUFV3,-1.739478692
2494,RORC,negative_KC,NEAT1,-1.903825344
2495,RORC,positive_KC,NEBL,1.977537945
2496,RORC,negative_KC,NFIL3,-1.959725211
2497,RORC,positive_KC,NFKBIA,1.889577334
2498,RORC,positive_KC,NFKBID,1.510077665
2499,RORC,positive_KC,NRP1,1.679217292
2500,RORC,negative_KC,NT5E,-1.731576112
2501,RORC,negative_KC,OBFC2A,-1.624525865
2502,RORC,negative_KC,OSBPL9,-1.573831532
2503,RORC,negative_KC,OSTF1,-1.834419209
2504,RORC,positive_KC,PAQR8,1.660485797
2505,RORC,negative_KC,PARP9,-1.563637653
2506,RORC,negative_KC,PCGF5,-1.637236427
2507,RORC,positive_KC,PDCD1,1.637884975
2508,RORC,negative_KC,PDE1A,-1.907918413
2509,RORC,positive_KC,PDE6D,1.897582879
2510,RORC,positive_KC,PDGFB,1.789016569
2511,RORC,negative_KC,PDIA3,-1.635055355
2512,RORC,positive_KC,PEX26,1.69255916
2513,RORC,negative_KC,PHLPP1,-1.625770151
2514,RORC,negative_KC,PIGX,-1.74453002
2515,RORC,negative_KC,PIK3CD,-1.865059977
2516,RORC,negative_KC,PIK3R5,-1.950377633
2517,RORC,negative_KC,PITPNC1,-1.639353565
2518,RORC,negative_KC,PLA1A,-1.537073908
2519,RORC,positive_KC,PLEK,1.59193788
2520,RORC,positive_KC,PLEKHF1,1.895708902
2521,RORC,positive_KC,PLIN2,1.928392724
2522,RORC,positive_KC,PLK3,1.93117218
2523,RORC,positive_KC,PLXND1,1.514610226
2524,RORC,negative_KC,POLD4,-1.689630728
2525,RORC,positive_KC,POU2AF1,1.815512814
2526,RORC,negative_KC,PPP3CC,-1.69606268
2527,RORC,negative_KC,PRKCH,-1.949062574
2528,RORC,negative_KC,PRNP,-1.519037868
2529,RORC,negative_KC,PTGFRN,-1.637136178
2530,RORC,positive_KC,PTK2B,1.934030574
2531,RORC,negative_KC,PTMS,-1.878915834
2532,RORC,negative_KC,PTPN2,-1.698311596
2533,RORC,positive_KC,PTPN5,1.949652524
2534,RORC,negative_KC,PTPRJ,-1.808286166
2535,RORC,negative_KC,RAB10,-1.594493377
2536,RORC,positive_KC,RAB11FIP1,1.953348325
2537,RORC,positive_KC,RAMP1,1.943471405
2538,RORC,negative_KC,RASA3,-1.903762377
2539,RORC,negative_KC,RDM1,-1.871963553
2540,RORC,negative_KC,RFK,-1.54924544
2541,RORC,positive_KC,RMRP,1.660067022
2542,RORC,negative_KC,RNF125,-1.592413227
2543,RORC,negative_KC,RNF149,-1.773879277
2544,RORC,positive_KC,RNU12,1.794784181
2545,RORC,negative_KC,RORA,-1.972542378
2546,RORC,negative_KC,RRAGD,-1.562760212
2547,RORC,negative_KC,RRAS2,-1.85901062
2548,RORC,positive_KC,RRP12,1.584989467
2549,RORC,positive_KC,RUNX1,1.988204254
2550,RORC,negative_KC,S100A10,-1.819124695
2551,RORC,negative_KC,SBNO2,-1.580903838
2552,RORC,negative_KC,SCO1,-1.543695683
2553,RORC,negative_KC,SDF4,-1.947671092
2554,RORC,negative_KC,SELL,-1.781801713
2555,RORC,negative_KC,SELPLG,-1.881555717
2556,RORC,positive_KC,SENP1,1.754328126
2557,RORC,negative_KC,SESTD1,-1.753187725
2558,RORC,negative_KC,SH3BP5,-1.512137702
2559,RORC,negative_KC,SHISA5,-1.684427756
2560,RORC,negative_KC,SIAH3,-1.522430957
2561,RORC,positive_KC,SLAMF7,1.54042921
2562,RORC,positive_KC,SLC15A3,1.848125767
2563,RORC,positive_KC,SLC39A14,1.685951534
2564,RORC,negative_KC,SLC39A8,-1.503090653
2565,RORC,positive_KC,SLC43A2,1.86014105
2566,RORC,positive_KC,SLC4A11,1.866906851
2567,RORC,negative_KC,SMAP2,-1.781585388
2568,RORC,positive_KC,SNORA3,1.734900374
2569,RORC,positive_KC,SNORA74A,1.722757358
2570,RORC,positive_KC,SNORD104,1.5796522
2571,RORC,positive_KC,SNORD15A,1.533642986
2572,RORC,positive_KC,SNORD15B,1.543526798
2573,RORC,positive_KC,SNORD17,1.609061197
2574,RORC,positive_KC,SNRNP35,1.605338966
2575,RORC,negative_KC,SNRPD1,-1.532027745
2576,RORC,negative_KC,SNX14,-1.802120259
2577,RORC,negative_KC,SOCS3,-1.796166484
2578,RORC,negative_KC,SPATA13,-1.786522461
2579,RORC,positive_KC,SPRY1,1.78612674
2580,RORC,negative_KC,SSH2,-1.83484695
2581,RORC,positive_KC,ST3GAL1,1.725625215
2582,RORC,negative_KC,ST6GAL1,-1.914229029
2583,RORC,negative_KC,ST8SIA1,-1.975607712
2584,RORC,negative_KC,STAT4,-1.888191773
2585,RORC,negative_KC,STK39,-1.642009214
2586,RORC,positive_KC,STX11,1.936804737
2587,RORC,negative_KC,SUSD3,-1.612970082
2588,RORC,negative_KC,SYNPO,-1.721270467
2589,RORC,positive_KC,TEC,1.958604582
2590,RORC,positive_KC,TEX2,1.939169025
2591,RORC,negative_KC,TG,-1.99469101
2592,RORC,negative_KC,TGM2,-1.884445059
2593,RORC,negative_KC,TIA1,-1.780968943
2594,RORC,positive_KC,TIMD2,1.96837581
2595,RORC,positive_KC,TIMP2,1.626688295
2596,RORC,negative_KC,TIPARP,-1.568493871
2597,RORC,negative_KC,TMEM30A,-1.662835446
2598,RORC,positive_KC,TNF,1.988698962
2599,RORC,positive_KC,TNFAIP3,1.75087684
2600,RORC,negative_KC,TNFRSF18,-1.910324572
2601,RORC,positive_KC,TNFRSF25,1.952214297
2602,RORC,negative_KC,TNFRSF26,-1.508454252
2603,RORC,negative_KC,TNFRSF9,-1.944601091
2604,RORC,positive_KC,TNFSF14,1.934131353
2605,RORC,negative_KC,TNIP2,-1.52865972
2606,RORC,positive_KC,TNK2,1.835575692
2607,RORC,positive_KC,TOX,1.760253667
2608,RORC,negative_KC,TRAF1,-1.826974516
2609,RORC,negative_KC,TRAF3IP3,-1.553658814
2610,RORC,negative_KC,TREML2,-1.797406316
2611,RORC,negative_KC,TRIB2,-1.821775286
2612,RORC,positive_KC,TRIM16,1.710922047
2613,RORC,positive_KC,TRMT61A,1.60053999
2614,RORC,negative_KC,TRP53INP1,-1.852766712
2615,RORC,negative_KC,TRPM6,-1.613041542
2616,RORC,positive_KC,TXK,1.832856082
2617,RORC,negative_KC,UBAC2,-1.974066225
2618,RORC,negative_KC,UBASH3B,-1.769451529
2619,RORC,negative_KC,UBE2B,-1.86391112
2620,RORC,negative_KC,UBXN11,-1.809189502
2621,RORC,negative_KC,UNC13A,-1.508292843
2622,RORC,negative_KC,UPB1,-1.688809381
2623,RORC,positive_KC,UPP1,1.915061158
2624,RORC,negative_KC,UST,-1.890641977
2625,RORC,positive_KC,VAX2,1.914772409
2626,RORC,positive_KC,VDR,1.566504168
2627,RORC,negative_KC,VPS37B,-1.65788004
2628,RORC,positive_KC,VWA1,1.868752231
2629,RORC,positive_KC,WDFY2,1.841897735
2630,RORC,positive_KC,WDR47,1.713380227
2631,RORC,negative_KC,ZBP1,-1.698445446
2632,RORC,negative_KC,ZBTB8OS,-1.556043311
2633,RORC,negative_KC,ZC3H12D,-1.861050977
2634,RORC,negative_KC,ZFP51,-1.520555004
2635,RORC,negative_KC,ZFP52,-1.774153373
2636,RORC,negative_KC,ZFP60,-1.639876889
2637,HIF1,positive_KC,0610007P22RIK,1.63460137
2638,HIF1,positive_KC,0610012G03RIK,1.70001923
2639,HIF1,positive_KC,1110008F13RIK,1.595528399
2640,HIF1,positive_KC,1110059E24RIK,1.503573897
2641,HIF1,positive_KC,1190002H23RIK,1.94891809
2642,HIF1,positive_KC,1190002N15RIK,1.762902695
2643,HIF1,positive_KC,1700021K19RIK,1.635600458
2644,HIF1,positive_KC,1700034H14RIK,1.549105532
2645,HIF1,positive_KC,1810027O10RIK,1.556958882
2646,HIF1,positive_KC,1810037I17RIK,1.682588744
2647,HIF1,positive_KC,2010002N04RIK,1.733413401
2648,HIF1,positive_KC,2010109K11RIK,1.636824752
2649,HIF1,positive_KC,2010317E24RIK,1.580432748
2650,HIF1,positive_KC,2210403K04RIK,1.760466047
2651,HIF1,positive_KC,2310016C08RIK,1.896579971
2652,HIF1,positive_KC,2310022B05RIK,1.716645276
2653,HIF1,positive_KC,2310044G17RIK,1.84087446
2654,HIF1,positive_KC,2310047M10RIK,1.898241615
2655,HIF1,positive_KC,2400001E08RIK,1.774613874
2656,HIF1,positive_KC,2700097O09RIK,1.651382787
2657,HIF1,positive_KC,2810021B07RIK,1.503544221
2658,HIF1,positive_KC,2810408M09RIK,1.667188535
2659,HIF1,positive_KC,3110057O12RIK,1.816571951
2660,HIF1,positive_KC,4632428N05RIK,1.751079962
2661,HIF1,positive_KC,4833442J19RIK,1.625524546
2662,HIF1,positive_KC,4930417O13RIK,1.844149265
2663,HIF1,positive_KC,4930583H14RIK,1.889929424
2664,HIF1,positive_KC,4932438H23RIK,1.820227351
2665,HIF1,positive_KC,4933403F05RIK,1.583136781
2666,HIF1,positive_KC,5330426P16RIK,1.862633005
2667,HIF1,positive_KC,5430417L22RIK,1.640781524
2668,HIF1,positive_KC,9330151L19RIK,1.684773891
2669,HIF1,positive_KC,9530082P21RIK,1.701555153
2670,HIF1,positive_KC,A230051G13RIK,1.716318019
2671,HIF1,positive_KC,A830010M20RIK,1.583207962
2672,HIF1,positive_KC,AI413582,1.678644291
2673,HIF1,positive_KC,AI462493,1.743497041
2674,HIF1,positive_KC,AU022252,1.602226203
2675,HIF1,positive_KC,AAMP,1.575058269
2676,HIF1,positive_KC,ABTB1,1.836878129
2677,HIF1,positive_KC,ABTB2,1.81932382
2678,HIF1,positive_KC,ACP5,1.775820554
2679,HIF1,positive_KC,ACVRL1,1.855758539
2680,HIF1,positive_KC,ADCK5,1.58714585
2681,HIF1,positive_KC,AEBP2,1.847882764
2682,HIF1,positive_KC,AFG3L2,1.835025717
2683,HIF1,positive_KC,AGBL5,1.877982956
2684,HIF1,positive_KC,AGL,1.576140845
2685,HIF1,positive_KC,AHNAK,1.681155048
2686,HIF1,positive_KC,AIMP2,1.755022506
2687,HIF1,positive_KC,AK4,1.810036598
2688,HIF1,positive_KC,ALDOA,1.943660894
2689,HIF1,positive_KC,ALDOC,1.791821968
2690,HIF1,positive_KC,ALG11,1.781906154
2691,HIF1,positive_KC,ALKBH5,1.861581422
2692,HIF1,positive_KC,ALPK2,1.625230647
2693,HIF1,positive_KC,ANAPC11,1.588723371
2694,HIF1,negative_KC,ANGPTL6,-1.817253797
2695,HIF1,positive_KC,ANKRD37,1.896041422
2696,HIF1,positive_KC,ANKRD46,1.723860899
2697,HIF1,positive_KC,ANKZF1,1.882071113
2698,HIF1,positive_KC,ANP32A,1.908439419
2699,HIF1,positive_KC,ANXA2,1.796653688
2700,HIF1,positive_KC,APBA3,1.789262649
2701,HIF1,positive_KC,APBB3,1.848918517
2702,HIF1,positive_KC,APPL2,1.711439416
2703,HIF1,positive_KC,ARHGAP30,1.540303568
2704,HIF1,positive_KC,ARHGDIA,1.858493147
2705,HIF1,positive_KC,ARHGDIG,1.878109952
2706,HIF1,positive_KC,ARHGEF10,1.784066948
2707,HIF1,negative_KC,ARHGEF3,-1.526177325
2708,HIF1,positive_KC,ARHGEF9,1.70624818
2709,HIF1,positive_KC,ARID5A,1.828685808
2710,HIF1,positive_KC,ARIH2,1.575657185
2711,HIF1,positive_KC,ARL6IP5,1.839726247
2712,HIF1,positive_KC,ARPC2,1.788293917
2713,HIF1,positive_KC,ARRB1,1.830156723
2714,HIF1,positive_KC,ASPH,1.67678633
2715,HIF1,negative_KC,ATF5,-1.663436476
2716,HIF1,positive_KC,ATG2B,1.626589271
2717,HIF1,positive_KC,ATG9A,1.929047425
2718,HIF1,positive_KC,ATG9B,1.901337368
2719,HIF1,positive_KC,ATP11B,1.608002521
2720,HIF1,positive_KC,ATP5D,1.864799114
2721,HIF1,positive_KC,ATP6V0D1,1.642160332
2722,HIF1,positive_KC,ATXN7L1,1.606143306
2723,HIF1,positive_KC,ATXN7L2,1.806597574
2724,HIF1,positive_KC,AURKB,1.830232209
2725,HIF1,positive_KC,AVPI1,1.540707635
2726,HIF1,positive_KC,B630005N14RIK,1.803676794
2727,HIF1,positive_KC,BC017643,1.88431766
2728,HIF1,positive_KC,BC030867,1.779731884
2729,HIF1,positive_KC,BCL2,1.92075102
2730,HIF1,positive_KC,BCL2L11,1.709243494
2731,HIF1,positive_KC,BCL3,1.755802228
2732,HIF1,positive_KC,BLOC1S3,1.848183316
2733,HIF1,positive_KC,BMPR1A,1.743078649
2734,HIF1,positive_KC,BNIP3,1.942464472
2735,HIF1,positive_KC,BNIP3L,1.870422606
2736,HIF1,positive_KC,BSG,1.887278906
2737,HIF1,positive_KC,BTG1,1.828242987
2738,HIF1,positive_KC,CAPG,1.601801563
2739,HIF1,positive_KC,CCDC115,1.918128033
2740,HIF1,positive_KC,CCDC134,1.823500773
2741,HIF1,positive_KC,CCDC58,1.829161179
2742,HIF1,positive_KC,CCDC63,1.589783683
2743,HIF1,positive_KC,CCDC84,1.858619865
2744,HIF1,positive_KC,CCDC85B,1.544075163
2745,HIF1,positive_KC,CCND3,1.85802875
2746,HIF1,positive_KC,CCNG2,1.879099842
2747,HIF1,positive_KC,CCR4,1.782263209
2748,HIF1,positive_KC,CCR7,1.813757251
2749,HIF1,positive_KC,CCRN4L,1.691605885
2750,HIF1,positive_KC,CD2,1.8253471
2751,HIF1,positive_KC,CD24A,1.538597005
2752,HIF1,positive_KC,CD3E,1.681695835
2753,HIF1,positive_KC,CD3EAP,1.862341495
2754,HIF1,positive_KC,CD82,1.681548675
2755,HIF1,positive_KC,CDC42SE1,1.665642827
2756,HIF1,positive_KC,CDK6,1.828549576
2757,HIF1,positive_KC,CDKN1A,1.941181256
2758,HIF1,positive_KC,CDKN1B,1.899389369
2759,HIF1,positive_KC,CDKN2D,1.894767259
2760,HIF1,positive_KC,CEP170,1.636003672
2761,HIF1,negative_KC,CHST2,-1.569401875
2762,HIF1,positive_KC,CISD3,1.522323919
2763,HIF1,positive_KC,CISH,1.85624211
2764,HIF1,positive_KC,CITED2,1.831799212
2765,HIF1,positive_KC,CLCN3,1.910346771
2766,HIF1,negative_KC,CLDND1,-1.518067551
2767,HIF1,positive_KC,CLK3,1.653265337
2768,HIF1,positive_KC,CLYBL,1.526788498
2769,HIF1,positive_KC,CMAS,1.545475418
2770,HIF1,positive_KC,CMTM6,1.68064568
2771,HIF1,positive_KC,COBRA1,1.757828442
2772,HIF1,positive_KC,COPE,1.781625383
2773,HIF1,positive_KC,CORO7,1.528972727
2774,HIF1,positive_KC,COX7A1,1.800705508
2775,HIF1,positive_KC,COX7B,1.688171396
2776,HIF1,positive_KC,CPM,1.748397762
2777,HIF1,positive_KC,CREM,1.831845094
2778,HIF1,positive_KC,CRIP1,1.7638162
2779,HIF1,positive_KC,CROCC,1.6343065
2780,HIF1,positive_KC,CSRNP1,1.754164556
2781,HIF1,negative_KC,CTH,-1.510098602
2782,HIF1,positive_KC,CTLA4,1.961249844
2783,HIF1,positive_KC,CTSW,1.566058143
2784,HIF1,positive_KC,CUEDC2,1.705403848
2785,HIF1,positive_KC,CUL4A,1.713347812
2786,HIF1,positive_KC,CUL7,1.736371334
2787,HIF1,positive_KC,CXCR4,1.757396491
2788,HIF1,positive_KC,CYB5R3,1.845088927
2789,HIF1,positive_KC,CYP2S1,1.522524353
2790,HIF1,positive_KC,CYSLTR1,1.591324295
2791,HIF1,positive_KC,D19WSU162E,1.793587323
2792,HIF1,positive_KC,D4WSU53E,1.816606704
2793,HIF1,positive_KC,DAD1,1.888092416
2794,HIF1,positive_KC,DAG1,1.659173667
2795,HIF1,positive_KC,DALRD3,1.813995307
2796,HIF1,positive_KC,DAP,1.769703148
2797,HIF1,positive_KC,DAP3,1.79011772
2798,HIF1,positive_KC,DAZAP1,1.685785895
2799,HIF1,positive_KC,DBNL,1.763436965
2800,HIF1,negative_KC,DDIT3,-1.53517473
2801,HIF1,positive_KC,DDIT4,1.944087564
2802,HIF1,positive_KC,DEF6,1.855841553
2803,HIF1,positive_KC,DENND4B,1.668467277
2804,HIF1,positive_KC,DGAT1,1.936160687
2805,HIF1,positive_KC,DGKA,1.595646645
2806,HIF1,positive_KC,DLG4,1.626382155
2807,HIF1,positive_KC,DNAJB1,1.778056216
2808,HIF1,positive_KC,DNAJC16,1.572542382
2809,HIF1,positive_KC,DNAJC5,1.796689866
2810,HIF1,positive_KC,DOK2,1.686194394
2811,HIF1,positive_KC,DPF1,1.569739287
2812,HIF1,positive_KC,DTX3L,1.758284864
2813,HIF1,positive_KC,DUSP5,1.654650724
2814,HIF1,positive_KC,DYNLL1,1.665612807
2815,HIF1,positive_KC,E130012A19RIK,1.727595564
2816,HIF1,positive_KC,E130303B06RIK,1.59736867
2817,HIF1,positive_KC,E2F1,1.783074778
2818,HIF1,positive_KC,E330009J07RIK,1.598710137
2819,HIF1,positive_KC,ECSIT,1.741126712
